时间,茅山头O3,茅山头CO,茅山头NO2,NO,2m温度℃,紫外线辐射J/m²,气压pa,相对湿度%,边界层高度m,风速m/s,茅山头PM2.5,茅山头SO2,CH₂O,异戊二烯,乙烷,丙烷,正丁烷,异丁烷,乙烯,丙醛,丙烯,甲苯,间、对-二甲苯,丙酮
2023-04-30 04:00:00,41,0.5,19,0.642521722,14.37026978,0,100441.6094,76.67835236,60.57453537,1.096068025,37,9,2.466414116,0,2.771,0.687,0.239,0.289,0.383,0.489,0.231,0.104,0.034,0.886
2023-04-30 05:00:00,52,0.4,10,0.840174039,14.47201538,0,100479.6094,78.42996216,63.6146698,1.199831009,39,8,2.374310952,0,2.704,0.991,0.381,0.37,0.421,0.678,0.209,0.178,0.057,3.295
2023-04-30 06:00:00,17,0.5,35,1.517129173,17.10269165,2400,100464.0938,84.01446533,63.30695343,0.929356694,35,8,2.462039068,0.023,3.428,1.666,0.636,0.512,1.124,0.66,0.236,0.221,0.085,2.819
2023-04-30 07:00:00,19,0.5,37,2.194084307,15.45785522,40848,100511.1719,79.89442444,85.81741333,0.897387147,38,9,2.549767184,0,2.777,0.914,0.427,0.465,0.985,0.538,0.267,0.197,0.072,1.389
2023-04-30 08:00:00,23,0.5,39,2.871039442,14.79956055,108424,100600.9688,74.94805908,170.5426483,0.890966594,31,10,2.637495299,0.018,2.997,0.849,0.472,0.48,0.932,0.603,0.239,0.177,0.072,2.055
2023-04-30 09:00:00,33,0.5,33,2.404530505,14.80307007,192344,100629.6563,58.94564438,372.506958,1.199068308,33,9,2.988967481,0.026,2.876,0.671,0.336,0.395,0.686,0.552,0.163,0.125,0.049,1.56
2023-04-30 10:00:00,72,0.4,24,1.938021569,20.34127808,277872,100637.9063,50.44414139,637.4344482,1.848601699,34,8,3.340439662,0.043,2.424,0.78,0.259,0.312,0.669,0.561,0.185,0.121,0.038,1.135
2023-04-30 11:00:00,88,0.4,19,1.471512633,20.25830078,344928,100604.5313,45.6325531,806.3907471,2.220189095,36,8,3.691911843,0,2.442,0.613,0.121,0.19,0.328,0.607,0.252,0.076,0.017,1.06
2023-04-30 12:00:00,107,0.3,6,1.33378929,20.22323608,383808,100542.3438,42.76374817,893.9082642,2.422959089,37,9,3.48360004,0,2.534,0.275,0.114,0.156,0.345,0.568,0.202,0.087,0.016,1.06
2023-04-30 13:00:00,116,0.3,2,1.196065947,22.9503479,336584,100474.9453,40.88069916,930.1453247,2.435692072,38,9,3.275288236,0,2.518,0.652,0.082,0.132,0.371,0.54,0.186,0.056,0,1.008
2023-04-30 14:00:00,122,0.3,1,1.058342605,22.99697876,334592,100400.3438,39.66609955,990.4927979,2.05386281,36,8,3.066976433,0,2.376,0.472,0.128,0.182,0.567,0.597,0.205,0.064,0.006,1.012
2023-04-30 15:00:00,129,0.3,2,1.018483564,23.12304688,293776,100366.2344,38.81758881,1026.718872,1.77970922,34,8,2.999940686,0,2.342,0.591,0.091,0.149,0.421,0.664,0.239,0.096,0,1.244
2023-04-30 16:00:00,132,0.3,4,0.978624522,23.98794556,227592,100311.0391,38.92694092,965.9453125,1.643676996,32,10,2.932904939,0,2.079,0.594,0.122,0.138,0.434,0.678,0.305,0.064,0.011,1.344
2023-04-30 17:00:00,132,0.3,4,0.938765481,24.25787354,95680,100314.3125,40.92285919,756.3520508,1.055177927,39,10,2.865869192,0,2.603,0.534,0.13,0.187,0.462,0.655,0.285,0.266,0.044,1.305
2023-04-30 18:00:00,131,0.3,3,0.647490476,19.30004883,67408,100318.5781,41.48031235,74.06015015,1.383896112,38,8,2.788859698,0,2.3,0.626,0.147,0.25,0.255,0.678,0.228,0.086,0.021,1.194
2023-04-30 19:00:00,110,0.4,14,0.356215471,20.49801636,13864,100358.6875,44.52272415,40.37957764,1.680575609,38,9,2.711850205,0.084,3.785,2.151,1.116,1.464,2.04,0.877,0.734,0.333,0.154,1.664
2023-04-30 20:00:00,61,0.7,53,0.064940465,20.22470093,0,100430.3594,48.74526215,36.44315338,1.778442621,47,9,2.634840712,0.107,4.55,2.433,2.001,2.132,2.901,0.936,1.158,0.534,0.234,1.914
2023-04-30 21:00:00,51,0.6,46,0.273125835,19.89535522,0,100488.2813,52.92514038,36.05593872,1.782858253,52,9,2.583448274,0.056,3.483,1.275,0.813,1.022,1.311,0.904,0.669,0.397,0.154,1.757
2023-04-30 22:00:00,61,0.4,37,0.481311204,18.64059448,0,100513.9766,56.40187836,38.14065933,1.834203243,51,9,2.532055836,0,3.005,1.15,0.423,0.475,0.672,0.867,0.383,0.181,0.075,1.506
2023-04-30 23:00:00,51,0.4,38,0.689496574,16.31088257,0,100499.4844,59.42783737,36.21410751,1.703003764,34,10,2.480663397,0.041,3.565,2.142,1.017,1.118,1.647,0.88,0.709,0.382,0.134,1.687
